"Collection","Title","Minutes","Status","VideoId","Embed","HLS","Iframe"
"1 часть","№7 Видео-конспект Вебинар 3. №7 Тотальная практика по тригонометрии","19,5","4","38df26fc-e7dd-4a6e-b81b-0bc2ecfdabc3","https://iframe.mediadelivery.net/embed/726880/38df26fc-e7dd-4a6e-b81b-0bc2ecfdabc3","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/38df26fc-e7dd-4a6e-b81b-0bc2ecfdabc3?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"1 часть","№7 Видео-конспект Вебинар 4. №6,7 Элементарные тригонометрические уравнения. Решаем прототипы ФИПИ","19,2","4","48df5a28-d03b-4903-8dca-e3717ea20e16","https://iframe.mediadelivery.net/embed/726880/48df5a28-d03b-4903-8dca-e3717ea20e16","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/48df5a28-d03b-4903-8dca-e3717ea20e16?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"1 часть","№7 Видео-конспект Вебинар 5. Элементарные уравнения с tg и ctg Методы решения тригонометрических уравнений Часть-1","25,2","4","b6c8d411-138c-4261-90ef-f83ace96ec6d","https://iframe.mediadelivery.net/embed/726880/b6c8d411-138c-4261-90ef-f83ace96ec6d","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/b6c8d411-138c-4261-90ef-f83ace96ec6d?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"1 часть","№7 Видеоконспект_Логарифмы_Степени_№6","14,7","4","7f3acc4a-3c02-4667-bd94-4de61a5785c3","https://iframe.mediadelivery.net/embed/726880/7f3acc4a-3c02-4667-bd94-4de61a5785c3","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/7f3acc4a-3c02-4667-bd94-4de61a5785c3?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"1 часть","№8 Видеоконспект_Производная_№8","35,1","4","7006f415-0999-4fec-9bac-5a6b569f32e8","https://iframe.mediadelivery.net/embed/726880/7006f415-0999-4fec-9bac-5a6b569f32e8","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/7006f415-0999-4fec-9bac-5a6b569f32e8?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"1 часть","№9 Видео-конспект Вебинар 1. Решаем прототипы №9 из ФИПИ и ЕГЭ прошлых лет","19,4","4","b31903f9-1f90-4167-aaa1-bbe35661f1a4","https://iframe.mediadelivery.net/embed/726880/b31903f9-1f90-4167-aaa1-bbe35661f1a4","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/b31903f9-1f90-4167-aaa1-bbe35661f1a4?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"Оформление","Выпуск №16 Обзор работ неравенства №15 с ЕГЭ 2023","26,6","4","6fac472b-cdf2-4862-8c75-5eb30107eba1","https://iframe.mediadelivery.net/embed/726880/6fac472b-cdf2-4862-8c75-5eb30107eba1","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/6fac472b-cdf2-4862-8c75-5eb30107eba1?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"Оформление","Выпуск №17 Обзор работ неравенства №15 с ЕГЭ 2024","34,2","4","e6429582-be35-4e34-a096-7341a9bf3e6f","https://iframe.mediadelivery.net/embed/726880/e6429582-be35-4e34-a096-7341a9bf3e6f","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/e6429582-be35-4e34-a096-7341a9bf3e6f?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"Оформление","Выпуск №20 Обзор №13 с ЕГЭ 2025","29,6","4","b766a426-42fc-4f86-b920-34a37ff37207","https://iframe.mediadelivery.net/embed/726880/b766a426-42fc-4f86-b920-34a37ff37207","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/b766a426-42fc-4f86-b920-34a37ff37207?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"Оформление","Выпуск №23 Обзор работы с ЕГЭ 2025","29,7","4","9b6a2530-cd04-4663-968a-484b6ee9ecb0","https://iframe.mediadelivery.net/embed/726880/9b6a2530-cd04-4663-968a-484b6ee9ecb0","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/9b6a2530-cd04-4663-968a-484b6ee9ecb0?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"Оформление","Выпуск №3, работа 100-балльника. Всё ли так гладко","54,3","4","aa7d6081-7846-40fe-aa28-6038378acf8d","https://iframe.mediadelivery.net/embed/726880/aa7d6081-7846-40fe-aa28-6038378acf8d","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/aa7d6081-7846-40fe-aa28-6038378acf8d?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"Оформление","Выпуск №4, работа 90+балльника. Учимся на ошибках! (2)","44,8","4","d0f88fae-8556-467c-89cf-b3dae63b4b2a","https://iframe.mediadelivery.net/embed/726880/d0f88fae-8556-467c-89cf-b3dae63b4b2a","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/d0f88fae-8556-467c-89cf-b3dae63b4b2a?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№13","Вебинар 10. Решаем все прототипы №13 из СБОРНИКА ЯЩЕНКО 2026 Уравнения из 2 части ЕГЭ по Математике","17,1","4","92a28fb4-f4e1-4a2d-89c1-466dbfbe8286","https://iframe.mediadelivery.net/embed/726880/92a28fb4-f4e1-4a2d-89c1-466dbfbe8286","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/92a28fb4-f4e1-4a2d-89c1-466dbfbe8286?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№13","Видео-конспект — Вебинар 7. №13 Решаем задачи из ЕГЭ 2025, 2024, 2023","22,1","4","9a44e981-8560-4e74-bb44-b618f306b9ca","https://iframe.mediadelivery.net/embed/726880/9a44e981-8560-4e74-bb44-b618f306b9ca","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/9a44e981-8560-4e74-bb44-b618f306b9ca?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№13","Видео-конспект Вебинар 1. №6,13 Логарифмические и показательные уравнения","14,7","4","6a04ed9e-2a8d-4fe9-9f58-5b01585688db","https://iframe.mediadelivery.net/embed/726880/6a04ed9e-2a8d-4fe9-9f58-5b01585688db","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/6a04ed9e-2a8d-4fe9-9f58-5b01585688db?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№13","Видео-конспект Вебинар 1. №6,7 Тригонометрия с нуля Тригонометрическая окружность Основные формулы","17","4","aec435a7-89b4-4ca1-8ad9-b34faa8d80cf","https://iframe.mediadelivery.net/embed/726880/aec435a7-89b4-4ca1-8ad9-b34faa8d80cf","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/aec435a7-89b4-4ca1-8ad9-b34faa8d80cf?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№13","Видео-конспект Вебинар 2. №7 Тригонометрия Формулы приведения Практика","24,4","4","0fa2149b-ead7-40d5-8b89-f32b817c5219","https://iframe.mediadelivery.net/embed/726880/0fa2149b-ead7-40d5-8b89-f32b817c5219","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/0fa2149b-ead7-40d5-8b89-f32b817c5219?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№13","Видео-конспект Вебинар 3. №7 Тотальная практика по тригонометрии","20,1","4","a9fbf1af-7b14-4aa6-b7c4-2f9f39ed2ece","https://iframe.mediadelivery.net/embed/726880/a9fbf1af-7b14-4aa6-b7c4-2f9f39ed2ece","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/a9fbf1af-7b14-4aa6-b7c4-2f9f39ed2ece?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№13","Видео-конспект Вебинар 4. №6,7 Элементарные тригонометрические уравнения. Решаем прототипы ФИПИ","19,2","4","b8036286-40a8-46a4-8962-623baebdfdd9","https://iframe.mediadelivery.net/embed/726880/b8036286-40a8-46a4-8962-623baebdfdd9","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/b8036286-40a8-46a4-8962-623baebdfdd9?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№13","Видео-конспект Вебинар 5. Элементарные уравнения с tg и ctg Методы решения тригонометрических уравнений Часть-1","25,2","4","a5f96267-8e06-4fe8-b7ea-4bd343e06f52","https://iframe.mediadelivery.net/embed/726880/a5f96267-8e06-4fe8-b7ea-4bd343e06f52","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/a5f96267-8e06-4fe8-b7ea-4bd343e06f52?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№13","Видео-конспект Вебинар 6. №13 Методы решения тригонометрических уравнений Отбор корней Часть-2","17,5","4","34e61432-6c81-4629-a5bb-28198ddcfd5a","https://iframe.mediadelivery.net/embed/726880/34e61432-6c81-4629-a5bb-28198ddcfd5a","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/34e61432-6c81-4629-a5bb-28198ddcfd5a?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№13","Видео-конспект Вебинар 8,9. РЕШЕНИЕ ВСЕХ прототипов №13 на УРАВНЕНИЯ за 1,5 ЧАСА из сборника Ященко ЕГЭ 2026","97,2","4","0acdaea3-1ab4-4bfe-8516-75b53e0f79cb","https://iframe.mediadelivery.net/embed/726880/0acdaea3-1ab4-4bfe-8516-75b53e0f79cb","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/0acdaea3-1ab4-4bfe-8516-75b53e0f79cb?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№13","Видео-конспект СЛИВ ВСЕХ 13 которые будут на ЕГЭ 2026 по профиль","19,2","4","daec4d81-7f1f-4048-9a9a-2708f103ea0d","https://iframe.mediadelivery.net/embed/726880/daec4d81-7f1f-4048-9a9a-2708f103ea0d","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/daec4d81-7f1f-4048-9a9a-2708f103ea0d?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№14","Видео-конспект — Вебинар 21. №14 из ЕГЭ 2022","11,3","4","91906a2c-b77e-46b1-ae80-d62ef1c20485","https://iframe.mediadelivery.net/embed/726880/91906a2c-b77e-46b1-ae80-d62ef1c20485","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/91906a2c-b77e-46b1-ae80-d62ef1c20485?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№14","Видео-конспект Вебинар 1 Прямая. Плоскость. Параллельность. Сечения куба","10,8","4","a3221796-cb59-40d5-ba85-25b251469b6d","https://iframe.mediadelivery.net/embed/726880/a3221796-cb59-40d5-ba85-25b251469b6d","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/a3221796-cb59-40d5-ba85-25b251469b6d?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№14","Видео-конспект Вебинар 10 №14 из ЕГЭ 2024 Часть-1","13,7","4","d38f8a55-c7d1-4d96-9599-f533a558936e","https://iframe.mediadelivery.net/embed/726880/d38f8a55-c7d1-4d96-9599-f533a558936e","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/d38f8a55-c7d1-4d96-9599-f533a558936e?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№14","Видео-конспект Вебинар 11 №14 из ЕГЭ 2024 Часть-2","15,3","4","c0b45224-e328-49a6-9891-6b99019a5420","https://iframe.mediadelivery.net/embed/726880/c0b45224-e328-49a6-9891-6b99019a5420","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/c0b45224-e328-49a6-9891-6b99019a5420?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
"№14","Видео-конспект Вебинар 12 Тела вращения Конус и цилиндр","11,9","4","fbfcf195-d1de-46b2-a59b-a08fc896e871","https://iframe.mediadelivery.net/embed/726880/fbfcf195-d1de-46b2-a59b-a08fc896e871","","<div style=""position:relative;padding-top:56.25%""><iframe src=""https://iframe.mediadelivery.net/embed/726880/fbfcf195-d1de-46b2-a59b-a08fc896e871?autoplay=false&preload=false"" loading=""lazy"" style=""border:0;position:absolute;top:0;height:100%;width:100%"" allowfullscreen=""true""></iframe></div>"
